loan_id,customer_id,loan_type,principal_amount,interest_rate,term_months,monthly_payment,outstanding_balance,application_date,approval_date,disbursement_date,maturity_date,status,collateral_type,credit_score_at_application,debt_to_income_ratio,late_payments_count,days_past_due,created_at
PMLA-L000120-SYN,PMLA-C000458-SYN,MORTGAGE,491990.89,6.87,300,1721.97,491990.89,2023-12-23,2024-01-02,2024-01-09,2048-08-23,APPROVED,VEHICLE,790,0.34,0,0,2026-01-10 21:04:43
PMLA-L000121-SYN,PMLA-C000271-SYN,MORTGAGE,303371.12,7.54,300,1061.8,303371.12,2019-06-06,,,,REJECTED,PROPERTY,823,0.26,0,0,2026-01-10 21:04:43
PMLA-L000122-SYN,PMLA-C000431-SYN,AUTO,34777.12,10.81,84,434.71,34777.12,2018-09-19,2018-09-29,2018-10-13,2025-08-23,APPROVED,NONE,760,0.51,0,0,2026-01-10 21:04:43
PMLA-L000123-SYN,PMLA-C000953-SYN,LINE_OF_CREDIT,64934.71,8.94,0,0,64934.71,2018-04-22,2018-04-23,2018-04-26,,APPROVED,NONE,658,0.21,0,0,2026-01-10 21:04:43
PMLA-L000124-SYN,PMLA-C000458-SYN,LINE_OF_CREDIT,18706.51,9.18,0,0,2873.27,2023-04-20,2023-05-13,2023-05-16,,ACTIVE,NONE,771,0.3,0,0,2026-01-10 21:04:43
PMLA-L000125-SYN,PMLA-C000714-SYN,PERSONAL,21548.52,3.14,60,377.1,15656.52,2023-04-01,2023-04-02,2023-04-05,2028-03-06,ACTIVE,NONE,597,0.44,2,0,2026-01-10 21:04:43
PMLA-L000126-SYN,PMLA-C000660-SYN,LINE_OF_CREDIT,62446.88,4.37,0,0,0,2021-01-13,2021-01-27,2021-02-06,,CLOSED,NONE,583,0.26,0,0,2026-01-10 21:04:43
PMLA-L000127-SYN,PMLA-C000220-SYN,MORTGAGE,1110185.53,8.86,60,19428.25,1110185.53,2022-03-26,,,,REJECTED,NONE,813,0.2,0,0,2026-01-10 21:04:43
PMLA-L000128-SYN,PMLA-C000337-SYN,MORTGAGE,919633.36,3.79,300,3218.72,367440.09,2019-05-12,2019-06-06,2019-06-10,2044-01-26,ACTIVE,PROPERTY,604,0.49,2,0,2026-01-10 21:04:43
PMLA-L000129-SYN,PMLA-C001187-SYN,MORTGAGE,594727.55,3.89,240,2601.93,0,2018-05-14,2018-06-02,2018-06-13,2038-02-17,CLOSED,PROPERTY,760,0.23,0,0,2026-01-10 21:04:43
PMLA-L000130-SYN,PMLA-C001275-SYN,PERSONAL,34609.45,3.35,12,3028.33,22903.53,2023-05-30,2023-06-10,2023-06-13,2024-06-04,ACTIVE,NONE,606,0.15,4,0,2026-01-10 21:04:43
PMLA-L000131-SYN,PMLA-C001485-SYN,LINE_OF_CREDIT,81409.0,11.35,0,0,81409.0,2019-05-08,2019-05-29,2019-06-01,,APPROVED,NONE,812,0.32,0,0,2026-01-10 21:04:43
PMLA-L000132-SYN,PMLA-C000547-SYN,PERSONAL,22199.91,10.19,24,971.25,22199.91,2022-10-28,2022-11-05,2022-11-15,2024-10-25,APPROVED,NONE,715,0.21,0,0,2026-01-10 21:04:43
PMLA-L000133-SYN,PMLA-C000103-SYN,MORTGAGE,879057.36,9.61,360,2563.92,879057.36,2020-10-29,2020-11-17,2020-11-24,2050-06-13,APPROVED,VEHICLE,721,0.39,0,0,2026-01-10 21:04:43
PMLA-L000134-SYN,PMLA-C001268-SYN,LINE_OF_CREDIT,73809.82,7.17,0,0,43722.42,2021-12-04,2021-12-21,2022-01-01,,ACTIVE,NONE,671,0.23,4,0,2026-01-10 21:04:43
PMLA-L000135-SYN,PMLA-C000025-SYN,BUSINESS,136144.26,7.74,36,3970.87,136144.26,2021-04-30,2021-05-10,2021-05-15,2024-04-24,APPROVED,SAVINGS,610,0.31,0,0,2026-01-10 21:04:43
PMLA-L000136-SYN,PMLA-C000072-SYN,LINE_OF_CREDIT,63503.87,10.2,0,0,6644.56,2019-03-18,2019-03-29,2019-03-31,,ACTIVE,NONE,786,0.46,4,0,2026-01-10 21:04:43
PMLA-L000137-SYN,PMLA-C000129-SYN,MORTGAGE,1140376.03,9.56,60,19956.58,1140376.03,2018-09-14,2018-10-11,2018-10-18,2023-09-15,APPROVED,PROPERTY,596,0.38,0,0,2026-01-10 21:04:43
PMLA-L000138-SYN,PMLA-C001302-SYN,AUTO,16281.37,5.35,48,356.15,0,2023-01-10,2023-01-25,2023-01-31,2027-01-04,CLOSED,VEHICLE,737,0.47,0,0,2026-01-10 21:04:43
PMLA-L000139-SYN,PMLA-C000583-SYN,MORTGAGE,944794.09,9.02,240,4133.47,0,2019-12-10,2020-01-05,2020-01-19,2039-09-22,CLOSED,VEHICLE,773,0.22,0,0,2026-01-10 21:04:43
PMLA-L000140-SYN,PMLA-C001445-SYN,PERSONAL,48235.59,5.82,24,2110.31,31300.48,2021-01-30,2021-02-13,2021-02-27,2023-02-03,ACTIVE,NONE,702,0.33,1,0,2026-01-10 21:04:43
PMLA-L000141-SYN,PMLA-C000213-SYN,STUDENT,17213.97,5.55,60,301.24,15436.7,2021-04-22,2021-05-04,2021-05-09,2026-04-08,ACTIVE,NONE,641,0.21,4,0,2026-01-10 21:04:43
PMLA-L000142-SYN,PMLA-C001391-SYN,PERSONAL,41488.34,6.75,12,3630.23,41488.34,2019-01-22,2019-02-16,2019-03-02,2020-02-11,APPROVED,NONE,639,0.3,0,0,2026-01-10 21:04:43
PMLA-L000143-SYN,PMLA-C000912-SYN,BUSINESS,53603.28,9.04,84,670.04,53603.28,2024-01-11,2024-02-09,2024-02-10,2031-01-03,APPROVED,VEHICLE,606,0.25,0,0,2026-01-10 21:04:43
PMLA-L000144-SYN,PMLA-C000141-SYN,MORTGAGE,1080544.89,7.18,60,18909.54,1080544.89,2019-09-10,,,,REJECTED,NONE,670,0.17,0,0,2026-01-10 21:04:43
PMLA-L000145-SYN,PMLA-C000525-SYN,PERSONAL,20029.14,7.45,36,584.18,20029.14,2019-10-26,2019-11-12,2019-11-26,2022-10-27,APPROVED,NONE,667,0.32,0,0,2026-01-10 21:04:43
PMLA-L000146-SYN,PMLA-C001422-SYN,PERSONAL,24075.52,2.56,24,1053.3,0,2021-05-22,2021-06-15,2021-06-24,2023-06-05,CLOSED,NONE,819,0.52,0,0,2026-01-10 21:04:43
PMLA-L000147-SYN,PMLA-C000546-SYN,MORTGAGE,980055.45,11.66,60,17150.97,0,2018-11-23,2018-12-13,2018-12-24,2023-11-17,CLOSED,PROPERTY,725,0.15,0,0,2026-01-10 21:04:43
PMLA-L000148-SYN,PMLA-C000266-SYN,STUDENT,44476.64,11.26,120,389.17,0,2021-01-16,2021-02-12,2021-02-18,2030-12-22,CLOSED,NONE,815,0.15,0,0,2026-01-10 21:04:43
PMLA-L000149-SYN,PMLA-C001320-SYN,PERSONAL,39196.45,8.12,36,1143.23,39196.45,2021-10-18,2021-11-04,2021-11-11,2024-10-19,WRITTEN_OFF,NONE,614,0.3,0,0,2026-01-10 21:04:43
PMLA-L000150-SYN,PMLA-C001295-SYN,PERSONAL,8242.87,2.61,12,721.25,8242.87,2018-02-16,2018-02-22,2018-02-28,2019-02-17,APPROVED,NONE,676,0.26,0,0,2026-01-10 21:04:43
PMLA-L000151-SYN,PMLA-C000727-SYN,AUTO,44440.85,5.53,84,555.51,17493.99,2022-09-21,2022-10-19,2022-11-01,2029-09-12,ACTIVE,SAVINGS,755,0.53,0,0,2026-01-10 21:04:43
PMLA-L000152-SYN,PMLA-C001218-SYN,LINE_OF_CREDIT,35398.88,8.54,0,0,0,2024-05-20,2024-05-22,2024-05-25,,CLOSED,NONE,835,0.3,0,0,2026-01-10 21:04:43
PMLA-L000153-SYN,PMLA-C000604-SYN,STUDENT,96891.37,3.48,180,565.2,96891.37,2018-01-25,2018-01-31,2018-02-10,2032-11-13,APPROVED,NONE,742,0.37,0,0,2026-01-10 21:04:43
PMLA-L000154-SYN,PMLA-C000568-SYN,AUTO,34266.56,5.19,60,599.66,34266.56,2021-06-27,2021-07-07,2021-07-21,2026-06-11,APPROVED,NONE,793,0.43,0,0,2026-01-10 21:04:43
PMLA-L000155-SYN,PMLA-C000917-SYN,PERSONAL,33913.82,2.61,24,1483.73,28251.69,2024-02-07,2024-02-23,2024-02-28,2026-02-12,ACTIVE,NONE,770,0.17,3,0,2026-01-10 21:04:43
PMLA-L000156-SYN,PMLA-C000898-SYN,STUDENT,53540.99,3.92,120,468.48,53540.99,2021-06-13,2021-07-09,2021-07-14,2031-05-18,APPROVED,NONE,690,0.34,0,0,2026-01-10 21:04:43
PMLA-L000157-SYN,PMLA-C000870-SYN,MORTGAGE,1476321.24,3.19,120,12917.81,1476321.24,2022-08-30,2022-09-12,2022-09-18,2032-07-21,APPROVED,NONE,694,0.31,0,0,2026-01-10 21:04:43
PMLA-L000158-SYN,PMLA-C000009-SYN,PERSONAL,26794.89,9.74,24,1172.28,26794.89,2019-06-12,2019-06-25,2019-06-30,2021-06-14,APPROVED,NONE,702,0.24,0,0,2026-01-10 21:04:43
PMLA-L000159-SYN,PMLA-C001052-SYN,STUDENT,29032.99,3.01,120,254.04,13078.01,2022-09-26,2022-09-30,2022-10-14,2032-08-08,ACTIVE,NONE,794,0.32,5,0,2026-01-10 21:04:43
PMLA-L000160-SYN,PMLA-C000950-SYN,MORTGAGE,1282482.49,5.04,120,11221.72,1282482.49,2022-06-15,2022-06-22,2022-06-30,2032-04-30,APPROVED,NONE,592,0.3,0,0,2026-01-10 21:04:43
PMLA-L000161-SYN,PMLA-C000481-SYN,AUTO,51806.86,11.25,48,1133.28,51806.86,2020-12-21,2020-12-22,2021-01-02,2024-12-01,APPROVED,NONE,784,0.22,0,0,2026-01-10 21:04:43
PMLA-L000162-SYN,PMLA-C000592-SYN,MORTGAGE,430269.71,2.74,120,3764.86,430269.71,2020-01-20,2020-02-19,2020-02-24,2029-12-28,APPROVED,PROPERTY,797,0.22,0,0,2026-01-10 21:04:43
PMLA-L000163-SYN,PMLA-C001279-SYN,PERSONAL,38721.81,9.84,12,3388.16,38721.81,2019-12-22,2020-01-16,2020-01-17,2021-01-10,APPROVED,NONE,582,0.54,0,0,2026-01-10 21:04:43
PMLA-L000164-SYN,PMLA-C001301-SYN,STUDENT,58136.94,6.2,60,1017.4,58136.94,2020-11-04,,,,REJECTED,NONE,836,0.19,0,0,2026-01-10 21:04:43
PMLA-L000165-SYN,PMLA-C000196-SYN,AUTO,22505.93,10.3,48,492.32,22505.93,2019-04-09,2019-04-18,2019-04-25,2023-03-28,APPROVED,SAVINGS,817,0.38,0,0,2026-01-10 21:04:43
PMLA-L000166-SYN,PMLA-C000363-SYN,BUSINESS,59300.72,10.19,60,1037.76,23981.95,2021-02-26,2021-03-10,2021-03-18,2026-02-12,ACTIVE,PROPERTY,840,0.54,1,0,2026-01-10 21:04:43
PMLA-L000167-SYN,PMLA-C000071-SYN,PERSONAL,17672.9,9.39,48,386.59,14840.28,2023-09-19,2023-10-05,2023-10-12,2027-09-14,ACTIVE,NONE,656,0.36,4,0,2026-01-10 21:04:43
PMLA-L000168-SYN,PMLA-C001164-SYN,PERSONAL,31267.27,4.8,24,1367.94,14091.79,2021-01-21,2021-02-15,2021-02-18,2023-02-05,ACTIVE,NONE,586,0.45,4,0,2026-01-10 21:04:43
PMLA-L000169-SYN,PMLA-C001082-SYN,MORTGAGE,319298.53,5.04,240,1396.93,319298.53,2019-09-24,2019-10-15,2019-10-26,2039-07-02,APPROVED,PROPERTY,824,0.27,0,0,2026-01-10 21:04:43
PMLA-L000170-SYN,PMLA-C000193-SYN,MORTGAGE,1230754.87,9.16,180,7179.4,1230754.87,2023-06-21,2023-07-11,2023-07-25,2038-04-23,APPROVED,VEHICLE,644,0.49,0,0,2026-01-10 21:04:43
PMLA-L000171-SYN,PMLA-C001020-SYN,AUTO,36969.64,9.63,48,808.71,36969.64,2018-08-27,2018-09-26,2018-09-29,2022-09-05,APPROVED,NONE,704,0.47,0,0,2026-01-10 21:04:43
PMLA-L000172-SYN,PMLA-C000680-SYN,MORTGAGE,1276100.75,11.88,360,3721.96,489634.6,2018-02-06,2018-02-18,2018-02-26,2047-09-14,ACTIVE,SAVINGS,664,0.29,4,0,2026-01-10 21:04:43
PMLA-L000173-SYN,PMLA-C000929-SYN,STUDENT,42042.59,7.28,120,367.87,42042.59,2021-07-01,2021-07-26,2021-08-07,2031-06-04,APPROVED,NONE,694,0.16,0,0,2026-01-10 21:04:43
PMLA-L000174-SYN,PMLA-C000045-SYN,AUTO,59478.89,11.99,60,1040.88,59478.89,2018-11-25,2018-11-28,2018-12-07,2023-11-02,APPROVED,SAVINGS,698,0.52,0,0,2026-01-10 21:04:43
PMLA-L000175-SYN,PMLA-C000157-SYN,LINE_OF_CREDIT,41656.49,10.29,0,0,0,2018-10-04,2018-11-02,2018-11-13,,CLOSED,NONE,817,0.29,0,0,2026-01-10 21:04:43
PMLA-L000176-SYN,PMLA-C000574-SYN,LINE_OF_CREDIT,98456.76,5.01,0,0,98456.76,2022-07-23,,,,REJECTED,NONE,611,0.22,0,0,2026-01-10 21:04:43
PMLA-L000177-SYN,PMLA-C000813-SYN,AUTO,48986.15,7.31,72,714.38,0,2020-08-20,2020-08-30,2020-09-12,2026-07-30,CLOSED,SAVINGS,686,0.44,0,0,2026-01-10 21:04:43
PMLA-L000178-SYN,PMLA-C000875-SYN,PERSONAL,29136.42,9.69,36,849.81,29136.42,2018-11-30,2018-12-23,2019-01-02,2021-12-07,APPROVED,NONE,746,0.28,0,0,2026-01-10 21:04:43
PMLA-L000179-SYN,PMLA-C000323-SYN,MORTGAGE,421760.52,10.89,120,3690.4,421760.52,2019-06-26,2019-07-16,2019-07-24,2029-05-24,APPROVED,NONE,679,0.5,0,0,2026-01-10 21:04:43
PMLA-L000180-SYN,PMLA-C001054-SYN,PERSONAL,36686.05,9.0,60,642.01,36686.05,2022-05-06,2022-06-05,2022-06-10,2027-05-10,APPROVED,NONE,739,0.52,0,0,2026-01-10 21:04:43
PMLA-L000181-SYN,PMLA-C000442-SYN,AUTO,39255.59,4.89,60,686.97,39255.59,2020-07-05,2020-07-23,2020-08-02,2025-06-27,DEFAULTED,NONE,656,0.53,1,7,2026-01-10 21:04:43
PMLA-L000182-SYN,PMLA-C000787-SYN,AUTO,46542.89,9.16,72,678.75,7155.92,2019-04-17,2019-04-25,2019-04-29,2025-03-24,ACTIVE,VEHICLE,687,0.48,4,0,2026-01-10 21:04:43
PMLA-L000183-SYN,PMLA-C001244-SYN,AUTO,19653.85,7.43,36,573.24,5049.33,2019-04-03,2019-04-24,2019-04-29,2022-04-08,ACTIVE,SAVINGS,765,0.42,3,0,2026-01-10 21:04:43
PMLA-L000184-SYN,PMLA-C000678-SYN,AUTO,43512.13,5.66,60,761.46,7376.43,2019-12-26,2020-01-07,2020-01-18,2024-12-11,ACTIVE,SAVINGS,711,0.33,1,0,2026-01-10 21:04:43
PMLA-L000185-SYN,PMLA-C000660-SYN,STUDENT,19395.32,5.43,120,169.71,0,2021-01-23,2021-01-29,2021-02-10,2030-12-08,CLOSED,NONE,760,0.54,0,0,2026-01-10 21:04:43
PMLA-L000186-SYN,PMLA-C000814-SYN,AUTO,25574.14,11.3,60,447.55,16610.7,2022-06-26,2022-07-26,2022-08-09,2027-06-30,ACTIVE,PROPERTY,655,0.47,3,0,2026-01-10 21:04:43
PMLA-L000187-SYN,PMLA-C000762-SYN,MORTGAGE,586927.06,5.33,300,2054.24,586927.06,2023-06-08,2023-07-01,2023-07-13,2048-02-20,APPROVED,SAVINGS,838,0.5,0,0,2026-01-10 21:04:43
PMLA-L000188-SYN,PMLA-C000230-SYN,MORTGAGE,824431.02,10.05,360,2404.59,580656.37,2021-01-18,2021-02-01,2021-02-03,2050-08-28,ACTIVE,SAVINGS,732,0.53,4,0,2026-01-10 21:04:43
PMLA-L000189-SYN,PMLA-C000193-SYN,PERSONAL,9596.98,3.73,12,839.74,9596.98,2020-05-19,2020-06-09,2020-06-12,2021-06-04,APPROVED,NONE,741,0.16,0,0,2026-01-10 21:04:43
PMLA-L000190-SYN,PMLA-C000291-SYN,MORTGAGE,639633.49,7.04,360,1865.6,639633.49,2020-11-26,2020-12-21,2020-12-25,2050-07-17,APPROVED,PROPERTY,782,0.16,0,0,2026-01-10 21:04:43
PMLA-L000191-SYN,PMLA-C000900-SYN,AUTO,53171.18,4.61,72,775.41,53171.18,2023-04-23,2023-04-30,2023-05-03,2029-03-29,APPROVED,SAVINGS,699,0.28,0,0,2026-01-10 21:04:43
PMLA-L000192-SYN,PMLA-C001261-SYN,AUTO,15614.8,11.71,84,195.19,15614.8,2019-11-10,,,,REJECTED,VEHICLE,813,0.18,0,0,2026-01-10 21:04:43
PMLA-L000193-SYN,PMLA-C000908-SYN,PERSONAL,18485.56,4.09,36,539.16,0,2022-02-27,2022-03-26,2022-04-06,2025-03-10,CLOSED,NONE,717,0.16,0,0,2026-01-10 21:04:43
PMLA-L000194-SYN,PMLA-C000615-SYN,MORTGAGE,961939.21,5.9,300,3366.79,0,2018-10-12,2018-10-13,2018-10-21,2043-06-04,CLOSED,SAVINGS,798,0.26,0,0,2026-01-10 21:04:43
PMLA-L000195-SYN,PMLA-C000227-SYN,PERSONAL,41340.28,2.78,36,1205.76,41340.28,2020-07-09,2020-07-30,2020-08-08,2023-07-15,APPROVED,NONE,839,0.38,0,0,2026-01-10 21:04:43
PMLA-L000196-SYN,PMLA-C000147-SYN,MORTGAGE,1286859.55,2.69,180,7506.68,1092085.0,2020-08-28,2020-09-18,2020-10-02,2035-07-02,ACTIVE,SAVINGS,669,0.26,5,0,2026-01-10 21:04:43
PMLA-L000197-SYN,PMLA-C001018-SYN,AUTO,36077.78,7.32,72,526.13,17703.14,2019-01-16,2019-02-09,2019-02-21,2025-01-08,ACTIVE,SAVINGS,581,0.27,4,0,2026-01-10 21:04:43
PMLA-L000198-SYN,PMLA-C001168-SYN,PERSONAL,13704.67,9.09,24,599.58,13704.67,2023-08-13,2023-09-12,2023-09-16,2025-09-01,APPROVED,NONE,643,0.24,0,0,2026-01-10 21:04:43
PMLA-L000199-SYN,PMLA-C000767-SYN,AUTO,56719.39,10.77,36,1654.32,0,2018-04-04,2018-05-01,2018-05-13,2021-04-15,CLOSED,VEHICLE,666,0.29,0,0,2026-01-10 21:04:43
PMLA-L000200-SYN,PMLA-C001250-SYN,PERSONAL,12430.28,10.63,48,271.91,12430.28,2023-08-29,2023-08-31,2023-09-04,2027-08-10,DEFAULTED,NONE,734,0.24,1,26,2026-01-10 21:04:43
PMLA-L000201-SYN,PMLA-C000561-SYN,AUTO,34583.79,6.66,60,605.22,0,2023-02-19,2023-02-25,2023-03-01,2028-01-30,CLOSED,VEHICLE,839,0.53,0,0,2026-01-10 21:04:43
PMLA-L000202-SYN,PMLA-C000884-SYN,LINE_OF_CREDIT,66056.14,10.48,0,0,66056.14,2021-11-04,2021-11-07,2021-11-19,,APPROVED,NONE,740,0.23,0,0,2026-01-10 21:04:43
PMLA-L000203-SYN,PMLA-C000776-SYN,AUTO,69544.8,6.52,60,1217.03,38906.76,2021-01-15,2021-01-19,2021-01-28,2025-12-24,ACTIVE,SAVINGS,611,0.22,2,0,2026-01-10 21:04:43
PMLA-L000204-SYN,PMLA-C001478-SYN,AUTO,30942.76,7.33,84,386.78,30942.76,2022-09-22,2022-10-15,2022-10-25,2029-09-08,APPROVED,SAVINGS,798,0.46,0,0,2026-01-10 21:04:43
PMLA-L000205-SYN,PMLA-C001341-SYN,AUTO,62764.24,4.69,36,1830.62,62764.24,2024-04-29,2024-05-05,2024-05-08,2027-04-20,APPROVED,PROPERTY,741,0.19,0,0,2026-01-10 21:04:43
PMLA-L000206-SYN,PMLA-C000450-SYN,MORTGAGE,306408.49,10.42,240,1340.54,0,2023-02-03,2023-02-06,2023-02-08,2042-10-24,CLOSED,PROPERTY,817,0.5,0,0,2026-01-10 21:04:43
PMLA-L000207-SYN,PMLA-C000783-SYN,PERSONAL,7096.78,11.4,12,620.97,7096.78,2023-03-24,2023-04-11,2023-04-14,2024-04-05,APPROVED,NONE,762,0.34,0,0,2026-01-10 21:04:43
PMLA-L000208-SYN,PMLA-C000668-SYN,AUTO,47288.41,3.12,60,827.55,8671.91,2022-01-08,2022-01-20,2022-01-22,2026-12-25,ACTIVE,NONE,725,0.29,2,0,2026-01-10 21:04:43
PMLA-L000209-SYN,PMLA-C000210-SYN,PERSONAL,20944.33,4.11,48,458.16,13550.21,2020-04-16,2020-04-27,2020-05-09,2024-04-06,ACTIVE,NONE,825,0.3,5,0,2026-01-10 21:04:43
PMLA-L000210-SYN,PMLA-C000628-SYN,BUSINESS,192552.87,3.32,36,5616.13,26301.5,2018-04-16,2018-04-30,2018-05-02,2021-04-14,ACTIVE,VEHICLE,648,0.48,3,0,2026-01-10 21:04:43
PMLA-L000211-SYN,PMLA-C001207-SYN,LINE_OF_CREDIT,90708.57,11.36,0,0,90708.57,2021-11-24,2021-12-16,2021-12-24,,DEFAULTED,NONE,592,0.4,1,7,2026-01-10 21:04:43
PMLA-L000212-SYN,PMLA-C000821-SYN,MORTGAGE,1044577.42,6.64,180,6093.37,358325.3,2023-02-25,2023-03-18,2023-03-22,2037-12-29,ACTIVE,SAVINGS,729,0.52,2,0,2026-01-10 21:04:43
PMLA-L000213-SYN,PMLA-C001246-SYN,PERSONAL,7038.15,2.69,36,205.28,3252.8,2018-08-13,2018-08-22,2018-08-30,2021-08-06,ACTIVE,NONE,733,0.51,3,0,2026-01-10 21:04:43
PMLA-L000214-SYN,PMLA-C001494-SYN,MORTGAGE,1044172.43,11.62,360,3045.5,245195.02,2018-10-19,2018-11-01,2018-11-10,2048-05-27,ACTIVE,SAVINGS,655,0.47,5,0,2026-01-10 21:04:43
PMLA-L000215-SYN,PMLA-C000449-SYN,MORTGAGE,448421.22,5.72,60,7847.37,448421.22,2020-12-12,2020-12-23,2020-12-25,2025-11-27,APPROVED,PROPERTY,785,0.38,0,0,2026-01-10 21:04:43
PMLA-L000216-SYN,PMLA-C001186-SYN,PERSONAL,30043.47,12.0,60,525.76,17960.23,2022-12-19,2023-01-05,2023-01-13,2027-12-10,ACTIVE,NONE,708,0.33,1,0,2026-01-10 21:04:43
PMLA-L000217-SYN,PMLA-C001139-SYN,PERSONAL,34721.53,5.98,48,759.53,0,2024-01-26,2024-02-02,2024-02-03,2028-01-12,CLOSED,NONE,710,0.26,0,0,2026-01-10 21:04:43
PMLA-L000218-SYN,PMLA-C000429-SYN,PERSONAL,18882.48,4.69,12,1652.22,16831.38,2019-08-13,2019-08-16,2019-08-30,2020-08-10,ACTIVE,NONE,660,0.52,2,0,2026-01-10 21:04:43
PMLA-L000219-SYN,PMLA-C000958-SYN,BUSINESS,198523.24,10.29,60,3474.16,198523.24,2019-03-31,2019-04-22,2019-04-29,2024-03-26,APPROVED,SAVINGS,590,0.16,0,0,2026-01-10 21:04:43
PMLA-L000220-SYN,PMLA-C001180-SYN,LINE_OF_CREDIT,48428.98,2.53,0,0,48428.98,2023-11-09,2023-12-07,2023-12-21,,APPROVED,NONE,657,0.25,0,0,2026-01-10 21:04:43
PMLA-L000221-SYN,PMLA-C001281-SYN,AUTO,16904.77,5.45,48,369.79,16904.77,2019-08-05,2019-08-30,2019-09-06,2023-08-09,APPROVED,VEHICLE,666,0.21,0,0,2026-01-10 21:04:43
PMLA-L000222-SYN,PMLA-C001109-SYN,MORTGAGE,774236.96,8.44,120,6774.57,263350.87,2021-08-10,2021-09-02,2021-09-04,2031-07-12,ACTIVE,VEHICLE,637,0.27,2,0,2026-01-10 21:04:43
PMLA-L000223-SYN,PMLA-C000388-SYN,PERSONAL,17456.48,4.63,12,1527.44,0,2018-09-25,2018-10-05,2018-10-06,2019-09-30,CLOSED,NONE,819,0.21,0,0,2026-01-10 21:04:43
PMLA-L000224-SYN,PMLA-C000539-SYN,AUTO,20732.39,8.29,72,302.35,7929.39,2021-10-04,2021-10-09,2021-10-12,2027-09-08,ACTIVE,VEHICLE,757,0.41,1,0,2026-01-10 21:04:43
PMLA-L000225-SYN,PMLA-C001365-SYN,AUTO,47276.3,8.21,36,1378.89,47276.3,2020-10-17,2020-11-09,2020-11-18,2023-10-25,APPROVED,NONE,826,0.19,0,0,2026-01-10 21:04:43
PMLA-L000226-SYN,PMLA-C001231-SYN,LINE_OF_CREDIT,75588.53,9.56,0,0,75588.53,2023-05-07,2023-05-28,2023-05-30,,APPROVED,NONE,776,0.24,0,0,2026-01-10 21:04:43
PMLA-L000227-SYN,PMLA-C000246-SYN,STUDENT,62410.56,2.94,120,546.09,62410.56,2022-02-01,2022-02-24,2022-03-10,2032-01-03,APPROVED,NONE,789,0.49,0,0,2026-01-10 21:04:43
PMLA-L000228-SYN,PMLA-C000311-SYN,PERSONAL,25240.35,10.98,48,552.13,25240.35,2021-08-25,2021-09-23,2021-09-29,2025-09-02,APPROVED,NONE,639,0.22,0,0,2026-01-10 21:04:43
PMLA-L000229-SYN,PMLA-C001329-SYN,AUTO,29226.67,3.96,48,639.33,0,2023-09-30,2023-10-18,2023-10-28,2027-09-27,CLOSED,PROPERTY,830,0.27,0,0,2026-01-10 21:04:43
PMLA-L000230-SYN,PMLA-C001225-SYN,AUTO,70577.9,5.63,84,882.22,70577.9,2022-11-27,2022-12-19,2023-01-01,2029-11-12,APPROVED,SAVINGS,722,0.37,0,0,2026-01-10 21:04:43
PMLA-L000231-SYN,PMLA-C000153-SYN,PERSONAL,36501.63,6.38,36,1064.63,36501.63,2023-01-25,2023-01-28,2023-02-03,2026-01-12,APPROVED,NONE,788,0.54,0,0,2026-01-10 21:04:43
PMLA-L000232-SYN,PMLA-C001353-SYN,PERSONAL,22641.72,11.25,36,660.38,14750.51,2023-02-01,2023-03-02,2023-03-10,2026-02-14,ACTIVE,NONE,726,0.36,2,0,2026-01-10 21:04:43
PMLA-L000233-SYN,PMLA-C000382-SYN,PERSONAL,37615.32,4.5,36,1097.11,0,2018-12-13,2018-12-27,2019-01-01,2021-12-11,CLOSED,NONE,673,0.3,0,0,2026-01-10 21:04:43
PMLA-L000234-SYN,PMLA-C000052-SYN,STUDENT,88513.24,5.52,60,1548.98,88513.24,2022-01-25,2022-02-14,2022-02-22,2027-01-19,APPROVED,NONE,674,0.3,0,0,2026-01-10 21:04:43
PMLA-L000235-SYN,PMLA-C000636-SYN,AUTO,58603.47,5.3,36,1709.27,58603.47,2023-12-18,2024-01-02,2024-01-03,2026-12-17,APPROVED,NONE,838,0.41,0,0,2026-01-10 21:04:43
PMLA-L000236-SYN,PMLA-C000772-SYN,MORTGAGE,846946.23,7.56,240,3705.39,0,2021-10-07,2021-10-12,2021-10-14,2041-06-29,CLOSED,VEHICLE,798,0.16,0,0,2026-01-10 21:04:43
PMLA-L000237-SYN,PMLA-C000932-SYN,MORTGAGE,312449.53,6.91,360,911.31,105790.96,2021-12-09,2021-12-23,2021-12-25,2051-07-19,ACTIVE,VEHICLE,714,0.41,2,0,2026-01-10 21:04:43
PMLA-L000238-SYN,PMLA-C000133-SYN,AUTO,79271.58,8.02,84,990.89,67600.92,2023-01-24,2023-01-31,2023-02-10,2029-12-25,ACTIVE,PROPERTY,628,0.37,4,0,2026-01-10 21:04:43
PMLA-L000239-SYN,PMLA-C000055-SYN,MORTGAGE,750644.28,10.57,120,6568.14,750644.28,2023-02-13,,,,REJECTED,PROPERTY,745,0.2,0,0,2026-01-10 21:04:43
PMLA-L000240-SYN,PMLA-C000438-SYN,MORTGAGE,537938.9,3.42,180,3137.98,537938.9,2021-05-17,2021-05-24,2021-06-05,2036-03-06,APPROVED,VEHICLE,731,0.49,0,0,2026-01-10 21:04:43
