bureau_row_id,gt_person_id,link_shared_id,bureau_internal_id,bureau_pull_ts,birth_year,sex,home_postal_fsa,home_province,bureau_score,inquiries_12m,inquiries_90d,tradelines_open,tradelines_revolving,tradelines_installment,tradelines_mortgage,credit_utilization_pct,max_utilization_12m_pct,credit_limit_total,balance_total,delinq_30d_12m,delinq_60d_12m,delinq_90d_12m,derogatory_count,bankruptcy_flag,months_since_bankruptcy,consumer_proposal_flag,addresses_count_24m,employers_count_24m,thin_file_flag,created_at,updated_at,source_system
469,1344,8f272acef97128bc,57e1961466fcdefa,2025-06-28 10:05:39,1954,F,J4B,MB,766,1,0,8,5,2,1,39.94,39.94,14686.13,37446.92,1,1,0,1,False,,False,0,0,False,2025-06-07,2025-06-30,bureau_v1
470,3521,fe589db85edc9f3e,3788edcb121bc111,2025-07-03 09:01:50,1970,F,N9Y,NT,574,2,1,5,1,4,1,42.43,87.95,9942.54,4876.97,2,0,0,0,False,,False,0,1,False,2025-06-07,2025-07-05,bureau_v1
471,8596,,d3e3f6f95925e5e9,2025-08-05 15:56:32,1975,M,G8N,NS,779,2,0,6,4,2,1,0.0,45.11,9407.96,5377.53,1,2,0,0,False,,False,2,0,False,2025-07-09,2025-08-06,bureau_v1
472,3526,f6a6e1b81a92a899,a58441abf3a07c8e,2025-06-23 13:16:37,1981,M,R7P,YT,717,2,0,3,2,2,0,0.0,25.15,47487.5,7482.96,2,1,0,0,False,,False,3,0,False,2025-05-28,2025-06-28,bureau_v1
473,3609,e215532e64dde29a,525492fcccd0d8b7,2025-06-28 15:00:32,1980,M,V4R,YT,704,0,0,8,5,4,0,39.77,103.17,38204.17,5984.13,1,0,0,0,False,,False,0,1,False,2025-06-27,2025-07-01,bureau_v1
474,6586,,8f07adea8e4d9e36,2025-05-19 18:39:51,1991,F,V8A,NT,669,0,0,4,2,3,0,41.69,41.69,4403.21,13595.25,2,0,0,1,False,,False,1,1,False,2025-04-28,2025-05-25,bureau_v1
475,6427,57a781935edb9020,c7d8fc17ea4f1101,2025-05-04 09:15:53,1965,M,L3E,AB,673,1,1,1,0,2,0,48.4,48.4,36799.21,56722.25,0,0,0,1,False,,False,1,2,True,2025-04-10,2025-05-08,bureau_v1
476,8283,43f7c5a087f040a0,acfd30ddb4b64cb8,2025-03-26 16:30:11,1946,M,H9S,BC,769,1,1,9,6,2,1,0.0,71.3,19449.34,2651.56,1,1,0,0,False,,False,0,1,False,2025-03-01,2025-03-30,bureau_v1
477,4859,01b61bcbd620eb69,22dd4cc5a5a65704,2025-02-28 09:52:17,1962,F,J2L,SK,826,5,3,6,5,3,1,110.48,136.76,43703.02,1739.97,0,0,0,0,False,,False,2,0,False,2025-02-20,2025-03-05,bureau_v1
478,2928,da9bed2790e9defc,f63ca75066e9c96d,2025-02-26 16:32:31,1993,M,T3R,NS,702,3,2,5,2,4,1,39.69,47.59,29821.59,77756.97,0,0,0,0,False,,False,1,1,False,2025-02-07,2025-02-26,bureau_v1
479,8005,,2bbe5dca339e206f,2025-03-15 12:05:29,1950,F,G1S,SK,875,1,1,2,4,1,0,50.37,50.37,18971.99,6934.73,0,0,0,0,False,,False,0,0,False,2025-03-14,2025-03-20,bureau_v1
480,7626,,8fc600ffac662a4c,2025-06-23 14:23:08,1953,M,Y1N,NB,616,2,0,4,4,0,0,63.22,63.22,63599.9,8417.36,0,0,0,0,False,,False,3,2,False,2025-06-07,2025-06-24,bureau_v1
481,8244,,f05f0a58e202fabe,2025-05-27 11:09:51,2002,F,R6S,ON,544,0,0,1,2,0,0,37.41,37.41,126544.1,13141.05,0,0,0,0,False,,False,1,1,True,2025-04-28,2025-06-01,bureau_v1
482,2039,,ba08913396e6e3ba,2025-04-19 14:09:03,1962,F,V4L,NU,743,0,0,1,1,0,1,59.15,59.15,13679.11,19129.1,1,1,0,0,False,,False,1,0,True,2025-03-23,2025-04-20,bureau_v1
483,198,05d208668d5bf97c,c459f9797cbbc10a,2025-02-23 17:49:08,1961,F,R8L,PE,754,4,1,5,6,2,0,3.17,97.16,24167.24,26367.13,1,0,0,0,False,,False,3,1,False,2025-02-12,2025-02-25,bureau_v1
484,880,19c8e3168d738100,a03c4e9b6911ef18,2025-06-21 11:50:34,1994,M,G4S,SK,643,0,0,4,3,1,2,3.1,52.59,14660.7,1904.21,0,1,0,0,False,,False,3,0,False,2025-06-19,2025-06-22,bureau_v1
485,7876,,e7c17d185ea9d6eb,2025-02-11 18:57:28,1961,M,K5B,NL,674,1,0,5,2,3,2,56.8,62.78,45007.39,4563.87,2,1,0,0,False,,False,1,0,False,2025-02-09,2025-02-17,bureau_v1
486,4943,eafc11d94a34b398,f2759164b7a11023,2025-07-27 14:58:01,1984,M,J7M,NU,703,0,0,1,2,2,0,46.37,46.37,141899.14,11278.21,0,0,0,1,False,,False,1,2,True,2025-07-25,2025-07-31,bureau_v1
487,7300,150f85feb1b0c2a8,2070ad3526c1fa49,2025-07-22 13:27:48,1945,M,C9B,QC,656,2,1,6,7,1,0,42.96,42.96,57435.04,22675.11,0,0,0,0,False,,False,0,2,False,2025-07-19,2025-07-27,bureau_v1
488,7485,1bba5a0343e5d780,b42f45fefe8551e5,2025-03-05 19:09:22,1987,M,E9C,NL,832,2,1,8,5,2,3,35.79,64.55,50397.37,50456.81,1,0,0,0,False,,False,1,1,False,2025-02-26,2025-03-06,bureau_v1
489,941,96983b3b1309f22c,dd916fa988de6707,2025-06-04 09:46:04,1978,M,R1N,BC,649,2,0,4,3,1,0,4.31,75.53,14095.08,28114.02,2,0,0,0,False,,False,1,0,False,2025-05-10,2025-06-04,bureau_v1
490,4203,2e055da695b49ed0,f0e03bd81afd0d79,2025-07-08 11:50:25,1999,F,X0A,NT,595,3,1,2,3,1,0,57.05,57.05,62155.68,14770.17,0,2,0,0,False,,False,1,0,False,2025-06-20,2025-07-10,bureau_v1
491,8935,,f3bd996a4dc7c652,2025-05-29 10:31:47,1995,M,L8A,NL,850,2,1,3,2,1,1,93.4,93.4,14493.39,17877.06,1,0,2,0,False,,False,3,2,False,2025-05-08,2025-05-31,bureau_v1
492,6564,32240054adc498c4,355f0f4a6db4bcca,2025-07-24 14:33:57,1950,F,B4E,NL,503,1,0,4,4,1,1,52.76,52.76,8479.33,26790.12,0,0,0,0,False,,False,0,0,False,2025-07-13,2025-07-28,bureau_v1
493,6478,a1dc26e62d9e1edb,5219251f192457f8,2025-04-08 16:17:14,1965,F,Y8K,QC,839,3,0,9,6,2,1,21.91,47.75,94516.29,28231.79,0,0,0,0,False,,False,1,1,False,2025-03-19,2025-04-11,bureau_v1
494,5210,c175ffcc8068dc46,3f923a498f5c714e,2025-01-06 10:40:37,1999,F,B5L,NS,699,2,1,5,3,0,2,47.39,47.39,24312.9,1433.87,1,0,0,0,False,,False,2,1,False,2024-12-19,2025-01-08,bureau_v1
495,3141,888556ae9527379a,1133b33134cae983,2025-05-10 18:48:03,1994,F,M7V,NS,744,4,1,3,2,4,0,90.63,108.24,66487.77,5777.24,0,0,0,0,False,,False,0,2,False,2025-04-13,2025-05-13,bureau_v1
496,6322,,0912e7819b5b8a81,2025-04-21 17:23:00,1970,M,H7T,PE,557,1,0,8,5,2,2,108.7,108.7,53738.33,54160.94,0,0,0,0,False,,False,0,1,False,2025-04-11,2025-04-22,bureau_v1
497,6354,700cb0124355bf75,eb755595469ac773,2025-03-22 17:47:42,1979,F,V6J,NL,699,2,1,7,3,4,1,39.86,39.86,14877.18,19141.14,0,0,0,1,False,,False,1,0,False,2025-03-21,2025-03-25,bureau_v1
498,778,92ecd22155cb9804,b2c5e060e65df55d,2025-03-27 12:11:07,1947,F,S7X,SK,630,4,0,7,4,2,1,36.34,47.26,46862.81,2255.48,0,0,0,0,False,,False,1,3,False,2025-03-26,2025-03-29,bureau_v1
499,132,d3520040c894f601,62095b9c5a8b4bf3,2025-06-09 11:07:11,1955,F,T1P,NS,586,1,0,4,4,1,0,34.14,34.14,121364.07,250000.0,0,0,0,0,False,,False,1,1,False,2025-05-20,2025-06-09,bureau_v1
500,8009,0ee2054e3511c8d3,897cec5f590bc657,2025-04-21 15:25:38,1972,M,X3E,MB,779,3,2,7,2,6,1,36.62,73.91,49992.03,2358.87,2,0,0,0,True,30.0,False,1,2,False,2025-04-03,2025-04-23,bureau_v1
501,7437,bcff509f1f3a2b92,6dfc82e52399ba63,2025-02-25 14:12:08,1993,F,R5P,PE,640,2,0,3,4,0,1,65.23,111.5,78623.16,5391.5,0,0,1,0,False,,False,0,2,False,2025-01-30,2025-02-26,bureau_v1
502,5710,70903018d860851a,bd32b359530e369e,2025-07-16 12:49:26,1953,M,T8A,YT,662,1,0,2,3,2,0,139.7,139.7,11479.29,18495.62,1,0,1,0,False,,False,2,0,False,2025-06-19,2025-07-22,bureau_v1
503,8550,f8afa1067968e3d0,6adade979928ab68,2025-06-19 17:59:51,1960,F,L5Y,SK,782,1,0,1,0,1,0,29.21,60.67,29268.33,1472.46,0,0,0,0,False,,False,0,2,True,2025-06-10,2025-06-19,bureau_v1
504,6497,23de6d23ebd87d58,0c5caea6be1a9f96,2025-02-01 16:48:19,1975,M,V1M,ON,733,2,1,8,5,4,1,34.06,34.06,127209.4,1029.37,1,1,0,0,False,,False,1,1,False,2025-01-30,2025-02-04,bureau_v1
505,6039,,ea286a66eb866d45,2025-07-26 14:34:07,1945,F,S0P,MB,565,2,0,9,7,2,0,46.92,63.81,7002.7,33498.31,1,0,0,0,False,,False,0,1,False,2025-07-23,2025-07-26,bureau_v1
506,8052,,fcc601f710338c8d,2025-06-04 11:18:42,1995,M,P6A,NS,651,2,0,6,3,3,1,36.92,38.96,38349.98,57225.51,0,1,0,0,False,,False,2,0,False,2025-05-22,2025-06-08,bureau_v1
507,8344,a905922929c071cf,713e452a6ee7b9aa,2025-04-21 14:03:36,1996,F,E7H,NB,794,1,0,6,4,3,0,45.51,45.51,186807.07,28429.89,0,0,0,0,False,,False,2,0,False,2025-04-12,2025-04-21,bureau_v1
508,2420,bba2e7beafecf2c2,5b7c3f00b70d4872,2025-07-02 09:53:38,1974,M,E8V,PE,718,1,0,2,4,1,0,40.49,81.46,81353.96,2386.04,1,0,0,0,False,,False,0,1,False,2025-06-25,2025-07-05,bureau_v1
509,6188,be3d086f96e651cb,1e18b3eefc7a77c8,2025-04-13 13:13:52,1989,M,X9B,PE,621,1,1,4,4,1,0,23.65,67.18,16075.9,6241.13,2,1,0,0,False,,False,1,1,False,2025-03-28,2025-04-16,bureau_v1
510,8435,54708f8095c29a89,f31c0d1b6a132d11,2025-06-22 15:05:58,1958,M,M6B,PE,631,3,1,2,3,1,1,26.9,97.31,62234.17,31581.09,2,0,0,0,False,,False,2,1,False,2025-06-01,2025-06-27,bureau_v1
511,6168,64dd38c6aece76d9,9a9cdd257de11e44,2025-01-28 18:49:30,1983,F,M5B,NS,493,2,1,4,7,0,0,30.49,96.66,133320.95,3307.17,0,0,0,0,False,,False,1,1,False,2025-01-04,2025-01-31,bureau_v1
512,4913,2167642a1b949ece,537d8feeda1507d6,2025-06-22 17:17:07,1981,F,L6R,NL,660,1,0,6,5,1,1,59.31,94.5,300000.0,12923.02,1,1,0,0,False,,False,1,1,False,2025-05-29,2025-06-28,bureau_v1
513,2420,bba2e7beafecf2c2,5b7c3f00b70d4872,2025-02-26 11:49:46,1974,M,E8V,PE,539,2,1,3,4,2,0,45.29,45.29,135208.82,14130.5,1,0,0,0,False,,False,1,2,False,2025-01-31,2025-02-27,bureau_v1
514,7540,,9e7a5d27da7980f1,2025-04-26 13:10:57,1971,M,M2V,AB,677,1,0,7,7,1,1,80.18,80.18,81145.85,59188.27,0,0,0,0,False,,False,0,0,False,2025-03-30,2025-04-27,bureau_v1
515,6919,,c78587e484b1ef42,2025-04-11 16:51:55,1988,M,A0K,NB,900,1,1,3,3,1,1,11.79,51.15,141922.63,5447.51,0,0,0,0,False,,False,1,0,False,2025-03-20,2025-04-16,bureau_v1
516,8938,,5fc195237b6c40f5,2025-07-25 15:43:09,1946,F,K1P,NT,494,0,0,5,3,1,1,23.57,23.57,173379.04,14717.27,0,0,0,0,False,,False,0,0,False,2025-07-04,2025-07-27,bureau_v1
517,848,bdbcd25909065f77,6af4007502401941,2025-03-03 09:21:20,1976,F,X3X,SK,755,1,0,4,1,3,3,72.7,78.9,14081.29,3763.58,1,0,0,0,False,,False,2,1,False,2025-02-09,2025-03-08,bureau_v1
518,7388,,cd57d1643bfa8582,2025-03-18 11:21:53,1968,M,S4A,AB,604,0,0,8,4,2,2,0.0,38.2,64686.35,3872.36,1,0,1,0,False,,False,3,1,False,2025-03-11,2025-03-20,bureau_v1
519,5509,,55b9d2ffa8a15da5,2025-04-02 16:05:35,1974,F,Y8T,ON,422,3,1,5,2,4,0,65.05,65.05,62169.95,17372.77,0,1,0,0,False,,False,0,0,False,2025-03-31,2025-04-06,bureau_v1
520,5551,8bde71ee65fa49c1,dc5e4540e327674f,2025-03-25 09:41:41,1974,F,N0V,SK,811,2,0,2,3,1,0,60.68,92.18,18034.08,52057.89,1,2,0,0,False,,False,2,2,False,2025-02-28,2025-03-26,bureau_v1
521,8055,0d61065dd3750f55,415e418622bff007,2025-02-04 19:21:07,1947,F,J1E,PE,562,1,0,2,5,0,0,0.0,96.75,10072.02,221049.65,1,0,0,1,False,,False,0,1,False,2025-02-03,2025-02-07,bureau_v1
522,5450,,70647e1bd629db94,2025-03-21 10:41:12,1996,M,Y8C,ON,617,0,0,5,5,1,0,59.94,67.74,18585.37,11845.28,0,0,1,0,False,,False,2,0,False,2025-02-26,2025-03-23,bureau_v1
523,7790,,145752e6dbac3154,2025-07-20 09:04:38,1955,F,J8M,SK,784,2,0,3,3,1,1,11.87,71.67,18184.31,75837.91,0,0,0,0,False,,False,1,2,False,2025-07-08,2025-07-24,bureau_v1
524,1132,,d3189398bc8940c2,2025-06-29 09:24:24,1947,F,A9T,ON,847,2,1,4,5,0,1,52.8,104.33,39579.6,6713.06,1,0,1,0,False,,False,2,1,False,2025-06-19,2025-07-03,bureau_v1
525,4035,768928db0bf3fc92,8d2b425d768faa2e,2025-07-25 19:14:19,2000,M,E6L,PE,591,3,2,3,3,0,0,65.8,65.8,26528.39,18986.3,1,1,0,1,False,,False,1,1,False,2025-07-15,2025-07-30,bureau_v1
526,8619,,a0bda32d767f80c2,2025-08-06 10:05:42,1985,F,P8L,ON,682,3,0,4,4,2,1,16.34,143.21,117657.01,11900.24,2,0,0,1,False,,False,0,0,False,2025-07-28,2025-08-11,bureau_v1
527,2512,387686da4a636b2a,1980be7d6927184f,2025-07-27 13:06:10,1987,F,L3S,AB,721,1,0,4,3,2,1,47.47,106.86,21897.14,30140.54,0,1,0,0,False,,False,0,1,False,2025-07-08,2025-07-30,bureau_v1
528,7561,,4267f0281bf9e014,2025-03-16 10:50:21,2004,F,H7L,NB,744,2,2,0,1,0,0,40.57,130.83,13836.19,8223.18,1,0,0,0,False,,False,0,2,True,2025-02-25,2025-03-20,bureau_v1
529,3877,,57dc300bd03ad069,2025-05-07 12:00:18,1999,F,V3K,NU,685,2,2,9,4,4,2,17.78,109.14,23846.48,3168.16,0,0,0,0,False,,False,1,2,False,2025-04-27,2025-05-09,bureau_v1
530,8483,,8961aa24b60030fa,2025-04-02 11:23:36,1987,F,V2X,ON,640,0,0,9,5,3,1,69.64,143.16,1269.37,888.7,1,0,0,0,False,,False,0,1,True,2025-03-24,2025-04-02,bureau_v1
531,7986,,0b8063405ed4933d,2025-02-23 14:28:53,1963,F,H1B,NU,624,3,0,7,5,2,1,23.62,28.23,24527.38,8815.47,2,0,0,0,False,,False,1,3,False,2025-02-02,2025-02-27,bureau_v1
532,6567,,30ab613bc9726f98,2025-04-15 09:09:46,1965,M,N0R,NT,602,3,2,11,8,3,2,18.21,50.97,115956.31,16338.95,1,0,0,2,False,,False,2,2,False,2025-03-28,2025-04-21,bureau_v1
533,2532,83c3c7b4d0e2e3c4,c17c5e817c129649,2025-05-28 10:18:54,1977,M,G0J,MB,502,0,0,0,2,0,1,35.1,102.43,51024.33,10060.74,1,0,0,0,False,,False,1,1,True,2025-05-26,2025-05-28,bureau_v1
534,7936,,23fb7715ea3f2302,2025-01-23 18:59:52,1981,F,A0K,BC,768,2,1,4,7,0,0,43.58,43.58,30969.91,4607.51,0,0,0,0,False,,False,1,1,False,2025-01-20,2025-01-24,bureau_v1
535,6708,db4b4adfafe57ac0,d97aa4cbb5268c27,2025-05-17 13:59:36,2002,F,C9P,NB,631,1,0,5,3,2,0,26.74,27.24,32317.81,9130.68,0,0,0,0,False,,False,1,1,False,2025-05-04,2025-05-17,bureau_v1
536,6958,1dec728995dbdeab,a46f390c56c6b9c5,2025-04-27 12:18:17,2002,M,X2K,NU,667,2,1,0,1,1,1,26.75,119.22,32619.65,2998.58,1,0,0,0,False,,False,3,0,True,2025-04-06,2025-04-28,bureau_v1
537,5180,9783f0c321d1e223,9fb755b2172724eb,2025-01-08 19:12:08,1993,M,N4E,NL,586,2,2,6,5,1,0,41.78,51.78,30961.06,8969.76,0,0,0,0,False,,False,0,1,False,2024-12-24,2025-01-12,bureau_v1
538,8853,,c0b08483d15b9b5b,2025-07-09 09:56:47,1960,M,A8X,NB,736,0,0,0,2,0,0,28.17,70.93,35814.91,7754.74,1,0,0,0,False,,False,1,3,True,2025-06-26,2025-07-09,bureau_v1
539,5862,aeb152ea90f053bd,989f1ec3f970aef0,2025-01-02 12:36:29,2001,M,J8V,NL,833,1,0,4,2,2,0,31.07,95.06,26488.86,1810.34,0,0,1,0,False,,False,0,0,False,2024-12-24,2025-01-02,bureau_v1
540,2824,0a56c0f0d2330c4a,9a7343878bcb80d2,2025-04-02 14:05:54,1979,M,R9T,NB,652,3,0,5,3,0,3,54.3,54.3,14800.28,63330.78,1,0,0,0,False,,False,1,0,False,2025-03-25,2025-04-06,bureau_v1
541,2058,2fa02a8471178928,1352996a03f1e391,2025-01-30 15:35:59,1984,M,J6A,MB,618,3,2,7,3,0,5,11.06,28.11,10199.35,16461.67,0,0,0,0,False,,False,0,2,False,2025-01-02,2025-02-05,bureau_v1
542,3068,0c35d9e71f2d9d27,759b7406f4dc5a89,2025-06-15 17:51:07,1968,M,K6J,SK,684,2,0,6,3,3,0,64.53,64.53,18177.98,50129.47,0,0,1,1,False,,False,1,0,False,2025-05-21,2025-06-19,bureau_v1
543,1578,80234a12a4653d00,b1f384cd4309748f,2025-07-01 15:42:45,2000,M,E1C,MB,712,3,1,1,1,2,1,87.57,142.51,36024.84,5099.83,0,1,0,0,False,,False,1,2,True,2025-06-26,2025-07-02,bureau_v1
544,3692,c213396a416bc987,6c38acaeb46f6d57,2025-02-13 13:02:50,1962,M,H9C,SK,643,2,0,2,2,1,0,37.03,37.03,35270.41,9770.59,0,0,0,0,False,,False,1,0,False,2025-02-09,2025-02-18,bureau_v1
545,5397,eea0baf0950677c2,a2ed4fc918316743,2025-05-21 10:11:02,1964,M,B0G,BC,695,3,1,3,3,0,0,14.8,98.03,54709.21,12398.9,2,1,0,0,False,,False,0,1,False,2025-04-24,2025-05-22,bureau_v1
546,4850,7b9bf86e0075178b,b6830bf84179b715,2025-02-11 18:35:15,1949,M,G9M,NL,733,1,1,8,2,6,2,55.92,55.92,224308.57,7567.53,1,0,0,0,False,,False,3,0,False,2025-02-07,2025-02-15,bureau_v1
547,7205,8397ab21717fa296,130ec7623cc24b64,2025-04-03 18:40:02,2001,F,K9P,YT,835,1,0,6,3,4,0,57.66,66.74,50200.6,48606.64,1,0,0,0,False,,False,1,1,False,2025-03-11,2025-04-07,bureau_v1
548,2388,80c7876c937c456e,88dd686733afcb7c,2025-07-09 13:49:11,1993,F,T4Y,SK,599,1,1,6,6,1,0,12.36,16.15,131857.09,22370.22,1,0,0,0,False,,False,1,2,False,2025-06-19,2025-07-13,bureau_v1
549,5241,,956ca315c1412a54,2025-03-13 19:05:14,1964,F,P1X,SK,642,2,0,1,0,3,0,53.89,73.91,27184.32,28749.75,0,2,0,0,False,,False,1,0,True,2025-03-01,2025-03-18,bureau_v1
550,6616,,32a302c4741235a8,2025-01-29 18:23:33,1959,F,C4J,BC,689,2,0,5,2,2,2,109.17,109.17,31840.08,32085.84,1,0,0,0,False,,False,0,0,False,2025-01-11,2025-02-01,bureau_v1
551,2279,8dd67b9c3d1579ad,0bd836ec362da37c,2025-05-30 19:19:01,1965,F,T9M,NB,696,4,1,8,5,1,2,45.79,122.47,30111.3,3245.87,1,0,0,0,False,,False,0,0,False,2025-05-15,2025-06-02,bureau_v1
552,7627,,438b62c421cad665,2025-03-16 14:10:18,1959,F,G2R,YT,829,3,2,6,4,2,1,20.84,84.81,41896.5,48527.43,0,0,0,0,False,,False,1,3,False,2025-03-03,2025-03-20,bureau_v1
553,615,68b7944ee3209e94,35c3d9724f68aa79,2025-08-04 19:12:38,1945,M,V3C,SK,801,2,0,10,4,4,2,25.97,44.97,15641.5,24085.3,0,0,0,1,False,,False,2,0,False,2025-07-25,2025-08-06,bureau_v1
554,2369,b8ac9b8b6a907442,ad0a90e088a31439,2025-03-31 16:43:42,1953,F,X4R,NU,726,3,0,4,4,1,0,0.0,27.85,110183.84,33469.01,0,1,0,0,False,,False,1,1,False,2025-03-25,2025-04-06,bureau_v1
555,2745,467083358aff207d,56ddf6f74c0d3a01,2025-02-07 15:41:45,1975,M,E4V,QC,622,1,0,3,3,2,0,66.65,87.68,23304.23,55126.99,1,0,0,0,False,,False,1,0,False,2025-01-12,2025-02-12,bureau_v1
556,1926,,0c7474e4b633976e,2025-06-19 17:22:55,1995,F,P9M,NS,597,1,0,8,6,3,0,0.08,59.11,114906.13,5777.71,2,0,0,0,False,,False,2,0,False,2025-06-02,2025-06-19,bureau_v1
557,5681,,0427d90a2ddc3e58,2025-03-30 18:20:13,1983,F,H2E,NU,689,2,1,5,5,0,1,42.29,42.29,18205.89,14590.97,1,1,0,0,False,,False,5,1,False,2025-03-16,2025-04-02,bureau_v1
558,8188,,a45eea1f32fb3c01,2025-03-22 16:42:21,1947,F,M7G,NS,745,0,0,5,3,5,0,74.37,74.37,13534.26,14971.01,0,0,1,0,False,,False,2,0,False,2025-03-15,2025-03-26,bureau_v1
559,5335,,02e76a1a97178db5,2025-07-25 10:31:20,1956,M,S2C,BC,672,4,2,7,6,2,1,60.27,60.27,125949.68,97776.66,1,0,1,0,False,,False,2,1,False,2025-07-02,2025-07-27,bureau_v1
560,7566,6ce1c63db3ce4d48,4d5824de5612e83e,2025-03-24 19:13:54,1968,M,K3G,PE,427,1,1,4,4,1,0,26.03,75.25,17963.07,18260.74,3,0,0,0,False,,False,0,1,False,2025-03-20,2025-03-26,bureau_v1
561,183,f6963c72020c4320,e690cdc44782233b,2025-08-06 15:14:34,1963,M,L7Y,NT,446,3,0,6,4,3,0,27.65,71.11,58612.3,19484.34,1,2,0,0,False,,True,2,1,False,2025-07-24,2025-08-08,bureau_v1
562,7295,3d6157716a1f80ca,a1bfb75fbe26d8a5,2025-04-18 12:32:34,1963,M,X7C,QC,629,3,2,7,2,5,0,43.4,43.4,37863.46,6786.09,0,1,0,0,False,,False,3,1,False,2025-04-15,2025-04-24,bureau_v1
563,3534,9c4b9334c33df9ef,c2ecc3aca5d6ea41,2025-02-20 16:48:04,1975,M,B1T,PE,593,3,1,7,6,2,0,83.59,83.59,26927.92,9472.42,0,1,0,0,False,,False,2,2,False,2025-01-26,2025-02-22,bureau_v1
564,5825,,db6f622b4e791086,2025-01-29 15:21:33,2000,F,A4G,NT,643,3,0,4,1,3,0,66.25,80.02,77901.4,14709.62,1,0,0,0,False,,False,3,2,False,2025-01-12,2025-02-02,bureau_v1
565,1976,dcbfc141ae0bd20e,e6504c588fdc6ce5,2025-06-16 09:03:35,1989,F,H9V,NS,547,2,1,7,5,1,1,17.42,123.96,24932.17,8960.54,1,1,0,0,False,,False,3,1,False,2025-06-03,2025-06-22,bureau_v1
566,7466,ed010bff88c1528f,8bbf3aeb5198c300,2025-03-17 13:33:55,1950,F,C4A,PE,565,3,2,1,1,0,0,14.79,112.94,32597.4,6914.51,0,0,1,0,False,,False,1,1,True,2025-03-07,2025-03-18,bureau_v1
567,893,,1b099907add1eb3a,2025-07-27 16:16:24,1960,M,M7V,NB,653,2,1,2,2,0,1,39.95,142.34,7857.94,4788.53,2,0,0,0,False,,False,1,0,False,2025-07-16,2025-07-28,bureau_v1
568,8065,,b956533c2c8996c4,2025-06-30 09:54:21,1977,F,V1N,MB,667,1,1,9,5,2,2,52.7,74.66,274368.82,5029.44,0,0,0,0,False,,False,2,1,False,2025-06-29,2025-07-03,bureau_v1
569,7463,fda3434a91a5ee28,56df01ff0219ae2e,2025-02-09 11:38:40,1971,M,A5Y,NL,726,2,1,5,5,2,0,0.0,46.92,56729.25,18472.89,0,0,0,0,False,,False,2,1,False,2025-01-20,2025-02-09,bureau_v1
570,5832,,9a5bc3e9e1520b21,2025-06-17 12:34:43,1946,M,Y9G,SK,613,3,1,2,0,1,1,56.28,56.28,14046.39,12917.67,0,0,1,1,False,,False,0,1,False,2025-05-24,2025-06-22,bureau_v1
571,4007,3ff4b64ef9140925,baa8e52afc3458cd,2025-06-06 18:45:42,1988,M,V0E,NU,616,2,1,6,4,3,2,32.15,32.15,16787.24,18108.1,1,1,0,0,True,20.0,False,1,2,False,2025-05-21,2025-06-12,bureau_v1
572,8291,,10ca73822547197b,2025-05-03 15:12:47,1952,M,E3C,AB,679,2,1,9,4,5,0,54.9,85.35,46023.5,17280.27,1,1,2,0,False,,False,0,0,False,2025-04-19,2025-05-09,bureau_v1
573,6573,,e3a9a857c0f0f272,2025-05-20 18:10:55,1949,M,K3P,SK,657,4,1,8,7,1,1,16.75,24.46,222845.4,46439.16,0,1,0,0,False,,False,4,0,False,2025-05-17,2025-05-22,bureau_v1
574,5199,,ec6dc2941efab724,2025-08-06 19:28:44,1981,M,R8P,BC,783,2,0,4,4,1,1,34.19,95.97,17409.23,8725.38,0,0,0,0,False,,False,1,2,False,2025-07-16,2025-08-09,bureau_v1
575,2090,,8acd5abed92abbc8,2025-01-21 09:39:57,1977,F,J7B,AB,794,2,0,3,2,2,0,95.5,95.5,228881.83,57293.66,0,0,0,0,False,,False,1,1,False,2025-01-11,2025-01-27,bureau_v1
576,7943,,5627c3c54c477237,2025-01-19 11:19:27,1976,F,V7P,BC,700,3,1,5,4,2,0,46.94,54.85,24304.03,24635.09,2,0,0,0,False,,False,1,1,False,2024-12-29,2025-01-25,bureau_v1
577,7430,1167fabf7b060e4f,8ee0e194255fb046,2025-01-07 18:56:46,1979,F,X3Y,NT,681,5,3,4,3,0,2,72.21,72.21,102285.99,31112.66,1,0,0,0,False,,False,2,0,False,2025-01-05,2025-01-11,bureau_v1
578,467,,20e3f37b256f9f16,2025-01-05 16:08:24,1987,F,V0Y,NB,657,0,0,4,4,2,1,84.05,103.85,18396.14,9390.88,0,0,0,1,False,,False,2,1,False,2024-12-12,2025-01-11,bureau_v1
579,2989,5643866303f604d3,177085c8112081c1,2025-07-17 13:54:36,2004,F,K2X,AB,634,2,1,0,0,1,1,36.68,36.68,180041.66,6725.34,0,1,0,0,False,,False,0,1,True,2025-07-14,2025-07-20,bureau_v1
580,4600,1718987729050f66,c767bfe44512366d,2025-07-06 14:38:49,1979,M,C0P,NU,713,0,0,14,10,3,1,126.22,126.22,50554.6,3633.49,0,0,0,0,False,,False,0,1,False,2025-06-14,2025-07-09,bureau_v1
581,6628,5cc8f0d7b0e8d186,d63dae953e49ee7a,2025-07-06 13:22:23,1983,M,M4K,NB,689,3,1,4,3,2,0,58.37,91.97,27113.57,11278.45,0,0,0,0,False,,False,1,1,False,2025-06-30,2025-07-11,bureau_v1
